Translated Question,Translated Desired Answer,Translated Student Answer,Average Score
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Merge sort bubu array no mu mmienu, na ɛkɔ so yɛ saa kɔsi sɛ ɛbɛnya elements 2 a ɛde bɛtoto ho na ayɛ sorts, wɔ saayɛ akyi no &quot;merges&quot; san berɛ a ɛkɔ so hyehyɛ algorithm no berɛ a ɛreyɛ saa.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Merge sort kyekyɛ ɔhaw no mu abien, hyehyɛ fã biara, afei ɛde fã abien no bom bio.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Fa array na kyekyɛ mu abien, afei di ɔhaw ahorow a ɛnyɛ den yi ho dwuma na fa mmuae abien no bom nnidiso nnidiso.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Merge sort recursively kyekyɛ array no mu mmienu kɔsi sɛ element baako pɛ bɛka, afei ɛhyehyɛ data no wɔ ne kwan so fi recursive call no mu denam cells no a ɛka bom no so.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Merge sort recursively kyekyɛ array bi mu yɛ no arrays abien kosi sɛ arrays nyinaa benya element 1, saa bere no na ɛka element 1 arrays no bom yɛ no arrays akɛse a wɔahyehyɛ, array a etwa to a wɔasan de aba no yɛ array a edi kan no fã a wɔahyehyɛ no.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.",Merge sort kɔ so bubu array bi mu mmienu afei ɛhyehyɛ arrays no bere a ɛsan ka bom kɔ nhyehyɛe biako a wɔahyehyɛ mu no.,5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Ɛfa array, kyekyɛ ne ho mu mmienu, hyehyɛ fã mmienu no (ɛnam recursion anaa iteration so) na ɛde toto ho ma array a ɛtɔ so mmiɛnsa no nya list a wɔahyehyɛ no nyinaa a fã mmienu no nyinaa asan abɔ mu.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","ɛkyekyɛ array kɛseɛ bi mu yɛ no arrays nketewa na ɛsan kɔ so kɔsi sɛ array no kɛseɛ bɛyɛ 1, na afei ɛka arrays no nyinaa bom bio kɔsi sɛ source array no bɛyɛ sourted koraa.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.",Mergesort kyekyɛ nhyehyɛe no mu yɛ no fã nketewa na afei ɛka subarray ahorow a wɔahyehyɛ no bom yɛ no nhyehyɛe biako a wɔahyehyɛ.,5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","merge sort bubu array no mu fã kosi sɛ ɛretoto values abien ho, hyehyɛ saa values abien no, afei ɛka saa no bom bio ne afã afoforo a wɔabubu a ɛhyehyɛe no, level biara ka sets pii bom kosi sɛ wobɛsan akɔ wo array no nyinaa mu nnidiso nnidiso .",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Kyɛ data no mu yɛ no twor separate arrays, hyehyɛ arrays abien no na ɛka bom akyi kɔ akyi recursively.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Fa nhyehyɛe a edi kan no na kyekyɛ mu abien, bere tiaa mu, nhyehyɛe nketewa, hyehyɛ nhyehyɛe nketewa abien no, na san ka bom yɛ nhyehyɛe biako.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.",merge sort kyekyɛ data no mu fã kosi sɛ wobedu element biako data ho na afei ɛka element biara bom sɛnea wɔde si hɔ de toto data a aka no ho,5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","merge sort de divide and conquer strategy di dwuma, hyehyɛ array bi wɔ afã horow mu, afei ɛsan ka afã horow a wɔahyehyɛ no bom.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","Kyekyɛ recursuivly kɛse array mu abien, hyehyɛ abien array na ka wɔn togather recuruivly.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","kyekyɛ nhyehyɛe bi mu abien na ɔhyehyɛ fã biara denam ne ho a ɔfrɛ so, na ɛnam so kyekyɛ fã biara mu mpɛn pii na ɔhyehyɛ no kosi sɛ wɔbɛhyehyɛ nhyehyɛe no. afei wode elements no san bɛto mfitiaseɛ array a wɔahyehyɛ no mu.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.",Merge sort fa array bi na ɛkyekyɛ mu mmienu na ɛde fã biara san kɔ ne ho recursively na ɛka bom na ɛhyehyɛ fã mmienu no berɛ a ɛfiri aseɛ san kɔ soro.,5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","merge sort kyekyɛ nhyehyɛe bi mu abien na afei ɛhyehyɛ nhyehyɛe nketewa abien no, na afei ɛsan ka bom ma ɛyɛ nhyehyɛe a wɔahyehyɛ",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.","merge sort no kɔ so kyekyɛ array (anaasɛ containers) no mu mmienu, kɔsi sɛ ɛbɛduru baabi a element baako pɛ aka, afei ɛka sets a ɛwɔ arrays mmienu a wɔahyehyɛ (containers) no mu biara bom.",5.0
Kyerɛkyerɛ tiawa wɔ kasamu biako mu sɛnea merge sort yɛ adwuma?,"Ɛkyekyɛ mfitiase nhyehyɛe no mu abien, hyehyɛ fã abien no mu biara, na afei ɛka nhyehyɛe a wɔahyehyɛ no bom.",merge sort kyekyɛ elements array mu ma ɛyɛ array nketewa ne nketewa kɔsi sɛ ɛbɛduru 1 boɔ.,3.75
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Nsakraeɛ a ɛwɔ memory mu a ɛkura address a ɛwɔ memory beaeɛ foforɔ a ɛtwe adwene si so nso,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ variable a ɛwɔ memory address a ɛwɔ value bi a wɔde ama no mu.,4.75
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ variable a ɛkora variable foforɔ address so.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ variable a ɛkura memory address anaa beaeɛ a variable foforɔ bi wɔ.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Data type a ɛkyerɛ address bi a ɛwɔ memory a nsɛm bi wom. Wɔde di dwuma ma pass-by-reference de sie memory.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,pointer bi twe adwene si beae bi a ɛwɔ memory a ɛwɔ data type pɔtee bi mu,4.75
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ variable a ɛkyerɛ address beae a variable foforo wɔ. Wɔde (*) na egyina hɔ ma.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ variable a ɛkura address a ɛwɔ variable a wɔde ama (ne data type a wɔde ama) .,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,pointer yɛ programming data type a ne boɔ kyerɛ boɔ foforɔ a wɔde asie kɔmputa memory mu denam ne address so.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Data type a ɛkyerɛ memory address pɔtee bi.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Ɛte sɛ variable gye sɛ ɛkura address no wɔ memory no mu nko ara na ɛnyɛ honam fam nsɛm no.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,pointer yɛ nea ɛkyerɛ beae bi a wɔkae.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ alias a wɔde frɛ ade bi a ɛwɔ memory mu.,3.875
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,"Pointer yɛ variable a ɛwɔ memory address ma biribi a wobɛtumi de adi dwuma, te sɛ value, array, anaa mpo function.",5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,ɛyɛ data type a ɛwɔ memory address ne value,3.25
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,ɔkwan a wɔfa so sie data a ɛma beae no sie data type anaa ade bi memory mu.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,ɛwɔ ade bi memory address,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,variable a ɛwɔ memory address a ɛwɔ data ade bi mu.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ element a ɛkyerɛ memory beae bi.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,"ade a ɛkyerɛ beae pɔtee bi wɔ memory mu, baabi a wɔde variable anaa value bi sie.",5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,variable a ɛkora address a ɛwɔ memory beae bi so,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,"Pointer yɛ variable a ɛkyerɛ address bi a ɛwɔ memory mu, a data bi wɔ mu. Pointer no nni data biara anaasɛ ɛnkyerɛ so, memory address nkutoo.",5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Pointer yɛ variable a ɛwɔ memory address a ɛwɔ variable bi mu.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,pointer bi kyerɛ beae bi wɔ memory mu a wɔde data sie,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,variable a ɛkura address a ɛwɔ variable foforɔ mu na ɛtumi nya variable no mu nsɛm.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,pointer yɛ memory address a ɛkyerɛ data member bi,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,Data type a ɛkora memory address a ɛwɔ variable foforo mu.,5.0
Dɛn ne ade a wɔde kyerɛ ade?,Beae bi address a ɛwɔ memory mu.,ne te sɛ variable nanso ɛkura address bi nko ara wɔ meomrry mu ɛnyɛ honam fam address no.,3.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"Sɔ data ahorow pii hwɛ wɔ algorithm a nea ɛka ho ne nea enye koraa, nea eye sen biara, ne nsɛm a wɔanhyɛ da. Afei nso bɔ mmɔden na fa program koro no ara di dwuma wɔ kɔmputa foforo a ɛwɔ specs koro no ara so",4.375
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,wɔammua,0.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,bere a ɛyɛ den a wɔde di dwuma kɛse O logarthmic O(log n) linear O(n) exponential O(n^2) quadratic O(n^k) k&gt;=1 Polynomial O(a^n) n&gt;1,2.25
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,Nnyinasosɛm bi a wɔde kan di dwuma a ɛkyerɛ oprehyɛn dodow a wɔyɛ wɔ algorithm bi mu.,4.375
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,Experimental kyerɛ sɛ anka wobɛkyerɛw algorithm no nhwɛso ankasa na woasusuw bere a egye na woatu mmirika a wɔde parameters bi ama no.,5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,susuw abusuabɔ a ɛda algorithm a wɔde input akɛse ahorow di dwuma no ntam.,4.375
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"Oposite of a theoretical assessment of the algorithm to determine runtime, nanso sɛ wobɛdi kan ayɛ code no de akyerɛ runtime no. Wɔnkamfo eyi nkyerɛ efisɛ ɛyɛ sɔhwɛ a anohyeto wom. Ɛnka nneɛma a ebetumi aba wɔ data no mu nyinaa ho, anaasɛ hardware a wɔde di dwuma de di data no ho dwuma no nso.",4.625
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,wɔammua,0.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,Nsɔhwɛ kwan a wɔfa so susuw mmirikatu bere no ne sɛ wɔde Big O equation a ɛkyerɛ wo mmirikatu bere no bedi dwuma.,2.625
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"Wobɔ na woyɛ algorithm no mpɛn pii, bere a wosusuw bere dodow a egye no, afei wobɔ nea efi mu ba no mu nkyekyem.",5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,sie botaeɛ a ɛkyerɛ dwumadie dodoɔ a ɛgye na fa ka saa botaeɛ yi ho berɛ biara a wɔbɛfrɛ dwumadie bi.,3.375
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,BIG-OH na ɛwɔ hɔ,2.25
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,Dwumadi no a wɔde input data ahorow di dwuma na wɔde system bere susuw bere a wɔde tu mmirika no.,5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"Wode program bi a ɛwɔ data akɛseɛ ahodoɔ, te sɛ 10^x. Bere a woma x kɔ soro na wosusuw ahoɔhare a wɔde wie dwumadi no, wubetumi ahu nhwɛso ahorow na woabɔ mmɔden sɛ wobɛsusuw bere a wɔde tu mmirika no. Ɛho hia paa sɛ wobɛkora software ne hardware koro no ara so nanso, ɛno ma sɔhwɛ sɔhwɛ no ba fam sen nsusuwii wɔ dodow no ara ani so.",4.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,sɛ wobɛtu dwumadie no afa mu na woahwɛ mpɛn dodoɔ a wɔfrɛ adeɛ biara na dwumadie biara runtime gyina ɛno so.,4.25
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,mpɛn dodow a wɔfrɛ afã pɔtee bi wɔ unit adwuma biara mu.,3.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"Wɔ ɔfrɛ biara a ɛkɔ memory mu no, fa ka ho/ bɔ no ma ɛnyɛ equation a ɛyɛ type O(n) .",2.25
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"bere agyiraehyɛde bi a wode bɛka ho wɔ ansa na wɔafrɛ algorithm no ne bere agyiraehyɛde foforo ntɛm ara akyi sɛnea ɛbɛyɛ a wubenya nsakrae no wɔ bere mu, afei wubetumi abu efficiency no ho akontaa denam ahoɔhare a kɔmputa ahorow no cpu de so.",3.625
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,O(h) nkyerɛwde kɛse,2.25
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,sɔhwɛ kwan no susuw bere ankasa a wɔde tu mmirika wɔ t. t= sikani.,5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,algorithm bi a wɔde di dwuma wɔ data pɔtee bi so,4.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"Wɔ sɔhwɛ mu no, wɔde adwumayɛ dodow a ɛho hia na wɔde awie adwuma no na ɛsusuw bere a algorithm bi tu mmirika. Mpɛn pii no, wobetumi de big-O nkyerɛwde akyerɛ saa dodow yi.",3.125
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"run code no ma n-times na nya average values, tow dodow a ɛkɔ so daa ne nea ɛba fam koraa no gu. sɛ nhwɛso no sɛ f(x) = 3n +1 a mmirikatu bere no bɛyɛ bef f(x) = O(n) .",3.5
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,sɛnea ɛbɛyɛ a wobesusuw bere ankasa a dwumadi no bedi dwuma. na fa input ne operations a woayɛ no bu bere a wɔde tu mmirika no ho akontaa,5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,sɛ wɔde oprehyɛn dodow a wɔyɛe a egyina tebea a enye koraa so bom.,2.5
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,ɔkwan a wɔfa so sɔ hwɛ no bɛyɛ sɛ wobetu mmirika afa algorithm no mu na wɔahwɛ bere tenten a egye,5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,"sɛ wɔde nneɛma ahorow a wɔde hyɛ mu bɛsɔ ahwɛ, na wɔasusuw bere dodow a algorithm no gye ankasa.",5.0
Dɛn ne sɔhwɛ kwan a wɔfa so susuw bere a algorithm bi tu mmirika?,Fa algorithm no di dwuma na susuw honam fam mmirikatu bere no.,running input no ne inputs ahorow susuw running bere ne system bere,4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","ɛ scan list no na ɛpaw element ketewa(kɛseɛ) na ɛde si anim, ɛma curPtr no kɔ soro baako, scan list no bio ma element ketewa(kɛseɛ) a ɛdi hɔ no na ɛde si mu wɔ obuo mu ma elements afoforɔ a wɔahyehyɛ no.",5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort hwehwɛ array no mu ma ɛboɔ a ɛba fam koraa na ɛsesa no ne botaeɛ a ɛdi kan wɔ array no mu. Afei hwehwɛ bo a edi hɔ a ɛba fam koraa na ɔde sesa ade a ɛto so abien wɔ nhyehyɛe no mu, ne nea ɛkeka ho.",5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",Fa element a ɛsõ sen biara no toto anim element no ho na sesa data sɛnea ɛsom bo sɛ ɛho hia a.,3.875
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort yɛ sorting algorithm a ɛkyekyɛ list bi mu mmienu na ɛwɔ list mmienu. Afei ɛde nneɛma a edi kan a ɛwɔ saa nkyerɛwde abien yi nyinaa mu no toto ho na ɛde saa nneɛma yi gu nkyerɛwde foforo mu, na ɛwɔ ade ketewaa no ansa na kɛse no aba.",2.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","San fa list no mu (fa no sɛ list of integers), hwehwɛ ketewaa no, na fa to &quot;sorted&quot; list a ɛyɛ soronko mu... afei traverse bio na hwehwɛ ketewaa a edi hɔ no, na fa kɔ ɔfã a wɔahyehyɛ no so... na san yɛ bio kosi sɛ elements a wobɛhyehyɛ no bɛsa.",4.75
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",selection sort paw element ketewaa bi fi list no mu afei nea ɛto so abien a ɛyɛ ketewa ....na hyehyɛ wɔn sɛnea ɛfata.,5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",Wopaw element ketewaa bi na wode si benkum so. Wopaw element ketewaa bi na wode obu hyehyɛ ade a ɛwɔ benkum so dedaw no. Wotoa eyi so kosi sɛ wobɛboaboa nneɛma ano.,5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort bi twetwe data nhyehyeɛ no mu hwehwɛ data a ɛba fam (anaasɛ ɛkorɔn) a wɔanhyehyɛ no, de kɔ beaeɛ a wɔakura mu, ɛma saa beaeɛ no kɔ soro baako, na ɛhyɛ dwumadie no ase bio.",5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",Selection sort yɛ adwuma denam element ketewaa a wɔhwehwɛ na afei ɛde toto kɛse no ho na ɛhyehyɛ element ahorow no.,1.875
